transaction_id,product_id,product_name,category,original_price,price_paid,quantity,timestamp,customer_id,customer_segment,inventory_level_before_sale,competitor_price_avg,holiday_season
TXN_016462,ELF_013,Ethereal Axe,Jewelry,174.87,175.26,2,2023-01-01,CUST_4211,Loyal,67,184.65,0
TXN_022903,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,210.38,1,2023-01-01,CUST_3221,Regular,4,223.83,0
TXN_019210,ELF_015,Luminous Lantern,Enchanted Items,172.73,188.09,2,2023-01-01,CUST_2377,Loyal,77,204.74,0
TXN_007117,ELF_015,Luminous Lantern,Enchanted Items,172.73,192.38,1,2023-01-01,CUST_3837,Loyal,65,181.16,0
TXN_003470,ELF_009,Magic Measuring Tape,Scrolls,22.02,31.26,1,2023-01-01,CUST_3561,Loyal,2,30.16,0
TXN_011752,ELF_004,Golden Healing Draught,Scrolls,21.97,21.85,1,2023-01-01,CUST_1584,Loyal,87,23.38,0
TXN_012548,ELF_004,Golden Healing Draught,Scrolls,21.97,24.97,1,2023-01-01,CUST_4477,Regular,56,26.27,0
TXN_009101,ELF_034,Dancing Shoes,Scrolls,28.98,31.71,3,2023-01-01,CUST_1550,Regular,43,33.12,0
TXN_016767,ELF_032,Wishing Well Water,Tools,34.38,37.78,1,2023-01-01,CUST_4696,New,67,36.3,0
TXN_009633,ELF_025,Spell of Prosperity,Enchanted Items,282.43,382.61,1,2023-01-01,CUST_1931,Regular,6,347.09,0
TXN_000542,ELF_025,Spell of Prosperity,Enchanted Items,282.43,280.0,2,2023-01-01,CUST_0852,Loyal,94,282.62,0
TXN_002843,ELF_028,Guide to Garden Magic,Jewelry,127.14,121.96,1,2023-01-01,CUST_2924,Regular,89,112.08,0
TXN_002152,ELF_010,Glowing Hammer,Enchanted Items,383.23,435.37,2,2023-01-01,CUST_2469,High-Value,25,448.45,0
TXN_001031,ELF_023,Celestial Crystal Crown,Jewelry,93.82,106.67,2,2023-01-01,CUST_0256,Loyal,14,116.63,0
TXN_015708,ELF_028,Guide to Garden Magic,Jewelry,127.14,127.86,3,2023-01-01,CUST_0511,Loyal,95,136.3,0
TXN_013485,ELF_002,Mystic Mana Elixir,Tools,77.29,84.66,1,2023-01-01,CUST_3088,High-Value,87,84.48,0
TXN_007209,ELF_012,Starlight Saw,Tools,78.35,84.58,1,2023-01-01,CUST_1694,Regular,27,84.97,0
TXN_018413,ELF_016,Glimmering Gem Ring,Potions,20.5,21.16,1,2023-01-01,CUST_0510,High-Value,47,21.33,0
TXN_007036,ELF_029,Tome of Trading Secrets,Scrolls,21.85,22.74,3,2023-01-01,CUST_3670,Regular,14,21.48,0
TXN_021328,ELF_007,Moonlight Memory Potion,Tools,28.19,27.01,2,2023-01-02,CUST_4042,New,11,25.2,0
TXN_011502,ELF_033,Singing Crystal,Jewelry,59.76,53.9,2,2023-01-02,CUST_2271,High-Value,83,58.7,0
TXN_018848,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,151.15,2,2023-01-02,CUST_4520,Regular,81,149.66,0
TXN_002991,ELF_025,Spell of Prosperity,Enchanted Items,282.43,289.85,1,2023-01-02,CUST_1401,Loyal,69,290.61,0
TXN_005921,ELF_008,Enchanted Quill,Jewelry,179.93,231.16,2,2023-01-02,CUST_0669,High-Value,1,228.31,0
TXN_014637,ELF_008,Enchanted Quill,Jewelry,179.93,156.63,1,2023-01-02,CUST_0420,High-Value,83,168.84,0
TXN_011745,ELF_018,Radiant Ruby Earrings,Jewelry,128.71,128.91,2,2023-01-02,CUST_2795,New,78,131.94,0
TXN_012847,ELF_034,Dancing Shoes,Scrolls,28.98,28.06,1,2023-01-02,CUST_0509,High-Value,14,27.15,0
TXN_000695,ELF_022,Enchanted Gold Amulet,Tools,32.67,31.87,2,2023-01-02,CUST_2392,High-Value,45,32.85,0
TXN_000158,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,16.5,1,2023-01-02,CUST_4809,Regular,92,16.38,0
TXN_023621,ELF_031,Flying Carpet (Small),Potions,33.23,31.92,3,2023-01-02,CUST_4867,New,95,33.94,0
TXN_008072,ELF_022,Enchanted Gold Amulet,Tools,32.67,29.96,1,2023-01-02,CUST_4815,New,88,31.4,0
TXN_009052,ELF_008,Enchanted Quill,Jewelry,179.93,174.09,1,2023-01-02,CUST_0717,New,71,168.54,0
TXN_013153,ELF_011,Mystical Chisel,Potions,15.62,16.03,2,2023-01-02,CUST_1529,Loyal,56,17.29,0
TXN_004852,ELF_025,Spell of Prosperity,Enchanted Items,282.43,287.49,2,2023-01-02,CUST_4198,Loyal,54,302.63,0
TXN_004652,ELF_023,Celestial Crystal Crown,Jewelry,93.82,88.2,1,2023-01-02,CUST_0724,New,91,87.08,0
TXN_009979,ELF_022,Enchanted Gold Amulet,Tools,32.67,32.82,2,2023-01-02,CUST_4592,Loyal,65,35.98,0
TXN_009307,ELF_007,Moonlight Memory Potion,Tools,28.19,27.21,3,2023-01-02,CUST_3813,High-Value,67,27.76,0
TXN_018784,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,17.33,3,2023-01-02,CUST_2828,New,28,17.0,0
TXN_011798,ELF_026,Map of Hidden Treasures,Potions,38.56,37.27,1,2023-01-02,CUST_4311,High-Value,25,38.57,0
TXN_010987,ELF_025,Spell of Prosperity,Enchanted Items,282.43,282.37,2,2023-01-02,CUST_3032,Regular,39,301.36,0
TXN_010802,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,165.56,1,2023-01-02,CUST_2139,Regular,79,177.7,0
TXN_019092,ELF_017,Sparkling Silver Necklace,Tools,41.73,38.66,2,2023-01-02,CUST_3381,High-Value,88,41.41,0
TXN_014722,ELF_007,Moonlight Memory Potion,Tools,28.19,28.92,2,2023-01-02,CUST_3518,Regular,13,28.75,0
TXN_009115,ELF_034,Dancing Shoes,Scrolls,28.98,25.8,2,2023-01-02,CUST_4080,Loyal,83,23.6,0
TXN_004645,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,215.35,3,2023-01-02,CUST_1422,Loyal,68,222.2,0
TXN_004360,ELF_012,Starlight Saw,Tools,78.35,73.15,2,2023-01-02,CUST_2813,New,95,75.32,0
TXN_008105,ELF_032,Wishing Well Water,Tools,34.38,33.61,2,2023-01-02,CUST_1696,Loyal,92,31.0,0
TXN_003072,ELF_012,Starlight Saw,Tools,78.35,75.0,1,2023-01-02,CUST_0573,Loyal,73,80.68,0
TXN_019366,ELF_016,Glimmering Gem Ring,Potions,20.5,18.74,2,2023-01-02,CUST_1684,High-Value,100,18.98,0
TXN_005188,ELF_018,Radiant Ruby Earrings,Jewelry,128.71,123.17,2,2023-01-02,CUST_1620,Regular,73,117.2,0
TXN_018538,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,159.66,2,2023-01-02,CUST_3815,Loyal,76,155.44,0
TXN_009398,ELF_018,Radiant Ruby Earrings,Jewelry,128.71,129.37,1,2023-01-02,CUST_3634,Loyal,40,119.31,0
TXN_023718,ELF_028,Guide to Garden Magic,Jewelry,127.14,127.95,1,2023-01-02,CUST_1291,High-Value,69,139.24,0
TXN_010448,ELF_010,Glowing Hammer,Enchanted Items,383.23,360.64,2,2023-01-02,CUST_2417,Loyal,93,395.66,0
TXN_015954,ELF_033,Singing Crystal,Jewelry,59.76,59.38,2,2023-01-02,CUST_1718,High-Value,38,64.28,0
TXN_019559,ELF_008,Enchanted Quill,Jewelry,179.93,185.7,2,2023-01-02,CUST_3321,Regular,35,180.03,0
TXN_003889,ELF_021,Dazzling Diamond Tiara,Potions,33.36,39.0,2,2023-01-02,CUST_2263,Regular,2,35.77,0
TXN_010490,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,165.96,2,2023-01-02,CUST_3366,High-Value,33,161.79,0
TXN_012371,ELF_034,Dancing Shoes,Scrolls,28.98,27.87,1,2023-01-02,CUST_3622,High-Value,37,27.88,0
TXN_003793,ELF_004,Golden Healing Draught,Scrolls,21.97,27.33,1,2023-01-02,CUST_4252,Regular,2,28.18,0
TXN_008438,ELF_009,Magic Measuring Tape,Scrolls,22.02,19.96,1,2023-01-02,CUST_2703,High-Value,81,21.88,0
TXN_007072,ELF_007,Moonlight Memory Potion,Tools,28.19,27.4,1,2023-01-02,CUST_0886,Loyal,34,29.39,0
TXN_005411,ELF_013,Ethereal Axe,Jewelry,174.87,157.45,1,2023-01-02,CUST_1167,High-Value,85,166.84,0
TXN_004962,ELF_001,Shimmering Health Potion,Potions,26.24,25.18,1,2023-01-02,CUST_1140,High-Value,44,26.97,0
TXN_002447,ELF_004,Golden Healing Draught,Scrolls,21.97,22.8,2,2023-01-02,CUST_0981,Loyal,49,22.92,0
TXN_017385,ELF_013,Ethereal Axe,Jewelry,174.87,207.13,2,2023-01-02,CUST_3145,Regular,3,212.31,0
TXN_021229,ELF_007,Moonlight Memory Potion,Tools,28.19,28.21,1,2023-01-02,CUST_0682,High-Value,28,29.36,0
TXN_017000,ELF_032,Wishing Well Water,Tools,34.38,34.65,2,2023-01-02,CUST_2452,New,63,37.85,0
TXN_024100,ELF_010,Glowing Hammer,Enchanted Items,383.23,388.26,1,2023-01-02,CUST_0418,Regular,37,414.06,0
TXN_009563,ELF_006,Ruby Restoration Tonic,Potions,19.68,19.49,1,2023-01-02,CUST_0585,Loyal,21,17.67,0
TXN_004138,ELF_004,Golden Healing Draught,Scrolls,21.97,20.87,1,2023-01-02,CUST_2014,New,36,21.78,0
TXN_005025,ELF_029,Tome of Trading Secrets,Scrolls,21.85,21.46,2,2023-01-02,CUST_0184,Regular,71,21.14,0
TXN_001703,ELF_011,Mystical Chisel,Potions,15.62,15.57,1,2023-01-02,CUST_0073,Regular,73,14.72,0
TXN_012177,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,19.33,1,2023-01-02,CUST_1535,Loyal,58,18.43,0
TXN_013638,ELF_012,Starlight Saw,Tools,78.35,80.29,2,2023-01-02,CUST_4652,Regular,18,75.05,0
TXN_008331,ELF_009,Magic Measuring Tape,Scrolls,22.02,21.6,2,2023-01-02,CUST_1366,High-Value,58,20.34,0
TXN_011453,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,160.41,1,2023-01-02,CUST_2899,High-Value,56,155.44,0
TXN_001079,ELF_025,Spell of Prosperity,Enchanted Items,282.43,251.75,2,2023-01-02,CUST_3950,New,88,239.08,0
TXN_024383,ELF_012,Starlight Saw,Tools,78.35,77.62,1,2023-01-02,CUST_2505,High-Value,10,70.83,0
TXN_009401,ELF_013,Ethereal Axe,Jewelry,174.87,172.87,1,2023-01-02,CUST_4115,New,71,161.88,0
TXN_001886,ELF_007,Moonlight Memory Potion,Tools,28.19,27.45,1,2023-01-02,CUST_3906,High-Value,23,25.88,0
TXN_007258,ELF_028,Guide to Garden Magic,Jewelry,127.14,119.08,1,2023-01-02,CUST_0290,High-Value,88,114.38,0
TXN_024518,ELF_026,Map of Hidden Treasures,Potions,38.56,37.74,2,2023-01-02,CUST_0226,Loyal,50,35.74,0
TXN_006452,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,22.79,1,2023-01-02,CUST_4827,Loyal,5,20.71,0
TXN_017032,ELF_007,Moonlight Memory Potion,Tools,28.19,26.94,1,2023-01-03,CUST_3740,Regular,33,27.66,0
TXN_007818,ELF_023,Celestial Crystal Crown,Jewelry,93.82,96.55,2,2023-01-03,CUST_2668,Loyal,15,88.46,0
TXN_019991,ELF_031,Flying Carpet (Small),Potions,33.23,31.02,1,2023-01-03,CUST_4259,New,90,31.06,0
TXN_024011,ELF_010,Glowing Hammer,Enchanted Items,383.23,384.01,1,2023-01-03,CUST_4493,New,59,369.49,0
TXN_017038,ELF_007,Moonlight Memory Potion,Tools,28.19,34.41,1,2023-01-03,CUST_4043,Regular,3,35.22,0
TXN_007505,ELF_004,Golden Healing Draught,Scrolls,21.97,25.31,1,2023-01-03,CUST_2407,New,1,25.82,0
TXN_009288,ELF_030,Magic Mirror,Enchanted Items,118.58,105.91,1,2023-01-03,CUST_2761,Regular,82,106.57,0
TXN_015528,ELF_009,Magic Measuring Tape,Scrolls,22.02,21.92,1,2023-01-03,CUST_3906,Regular,19,21.56,0
TXN_023808,ELF_025,Spell of Prosperity,Enchanted Items,282.43,276.03,1,2023-01-03,CUST_0497,Regular,80,264.5,0
TXN_004253,ELF_001,Shimmering Health Potion,Potions,26.24,34.36,1,2023-01-03,CUST_3657,High-Value,6,35.29,0
TXN_013651,ELF_023,Celestial Crystal Crown,Jewelry,93.82,94.87,1,2023-01-03,CUST_0253,Regular,12,103.03,0
TXN_007832,ELF_029,Tome of Trading Secrets,Scrolls,21.85,27.59,1,2023-01-03,CUST_0900,Loyal,7,30.19,0
TXN_011301,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,17.7,1,2023-01-03,CUST_3645,Loyal,25,17.2,0
TXN_008470,ELF_031,Flying Carpet (Small),Potions,33.23,41.82,1,2023-01-03,CUST_0574,Regular,0,37.65,0
TXN_009508,ELF_011,Mystical Chisel,Potions,15.62,16.35,1,2023-01-03,CUST_3890,Loyal,62,15.42,0
TXN_006884,ELF_031,Flying Carpet (Small),Potions,33.23,34.81,1,2023-01-03,CUST_2531,New,15,37.57,0
TXN_011306,ELF_026,Map of Hidden Treasures,Potions,38.56,37.32,2,2023-01-03,CUST_4618,High-Value,71,36.33,0
TXN_005810,ELF_007,Moonlight Memory Potion,Tools,28.19,27.54,1,2023-01-03,CUST_4942,New,74,26.13,0
TXN_001415,ELF_001,Shimmering Health Potion,Potions,26.24,23.9,1,2023-01-03,CUST_4554,Regular,86,21.8,0
TXN_023051,ELF_008,Enchanted Quill,Jewelry,179.93,169.46,1,2023-01-03,CUST_0587,Regular,99,160.88,0
TXN_014607,ELF_034,Dancing Shoes,Scrolls,28.98,29.01,1,2023-01-03,CUST_4879,New,77,27.36,0
TXN_013201,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,154.5,1,2023-01-03,CUST_0245,Loyal,87,167.36,0
TXN_019166,ELF_025,Spell of Prosperity,Enchanted Items,282.43,273.92,2,2023-01-03,CUST_2244,Loyal,73,250.38,0
TXN_009007,ELF_021,Dazzling Diamond Tiara,Potions,33.36,31.73,1,2023-01-03,CUST_2993,New,15,32.6,0
TXN_006458,ELF_002,Mystic Mana Elixir,Tools,77.29,76.01,2,2023-01-03,CUST_3751,High-Value,70,78.72,0
TXN_005331,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,157.98,1,2023-01-03,CUST_1818,Regular,56,159.67,0
TXN_006492,ELF_028,Guide to Garden Magic,Jewelry,127.14,161.79,1,2023-01-03,CUST_4539,High-Value,9,161.4,0
TXN_023446,ELF_033,Singing Crystal,Jewelry,59.76,57.01,2,2023-01-03,CUST_2220,High-Value,34,52.52,0
TXN_018986,ELF_010,Glowing Hammer,Enchanted Items,383.23,365.61,1,2023-01-03,CUST_0029,Regular,23,396.6,0
TXN_010038,ELF_014,Crystalline Compass,Scrolls,14.25,14.21,1,2023-01-03,CUST_2334,Regular,66,14.17,0
TXN_010050,ELF_029,Tome of Trading Secrets,Scrolls,21.85,22.13,1,2023-01-03,CUST_2162,Regular,61,21.0,0
TXN_018323,ELF_002,Mystic Mana Elixir,Tools,77.29,79.77,3,2023-01-03,CUST_0237,Loyal,12,76.41,0
TXN_010057,ELF_021,Dazzling Diamond Tiara,Potions,33.36,29.47,1,2023-01-03,CUST_1094,New,96,31.46,0
TXN_024867,ELF_033,Singing Crystal,Jewelry,59.76,70.81,2,2023-01-03,CUST_1267,Regular,8,72.71,0
TXN_020113,ELF_008,Enchanted Quill,Jewelry,179.93,155.26,1,2023-01-03,CUST_3049,Loyal,90,150.04,0
TXN_003969,ELF_011,Mystical Chisel,Potions,15.62,14.34,2,2023-01-03,CUST_4367,High-Value,84,14.47,0
TXN_020230,ELF_025,Spell of Prosperity,Enchanted Items,282.43,283.08,1,2023-01-03,CUST_3111,Regular,79,264.83,0
TXN_007088,ELF_010,Glowing Hammer,Enchanted Items,383.23,455.88,1,2023-01-03,CUST_0648,High-Value,0,480.08,0
TXN_022444,ELF_011,Mystical Chisel,Potions,15.62,15.6,1,2023-01-03,CUST_2254,New,22,16.7,0
TXN_006985,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,207.01,1,2023-01-03,CUST_2991,New,27,221.84,0
TXN_010166,ELF_004,Golden Healing Draught,Scrolls,21.97,21.18,1,2023-01-03,CUST_1461,Loyal,16,20.26,0
TXN_016843,ELF_015,Luminous Lantern,Enchanted Items,172.73,180.47,1,2023-01-03,CUST_0697,High-Value,41,176.63,0
TXN_016811,ELF_010,Glowing Hammer,Enchanted Items,383.23,387.67,1,2023-01-03,CUST_3012,Loyal,71,406.3,0
TXN_010096,ELF_027,Recipe for Happiness,Tools,35.98,35.76,1,2023-01-03,CUST_1485,High-Value,31,37.54,0
TXN_012186,ELF_027,Recipe for Happiness,Tools,35.98,45.0,2,2023-01-03,CUST_4912,Regular,6,42.79,0
TXN_024322,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,19.24,2,2023-01-03,CUST_3756,High-Value,15,20.63,0
TXN_023676,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,161.14,1,2023-01-03,CUST_0634,Regular,55,164.43,0
TXN_013945,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,155.07,1,2023-01-03,CUST_2523,Loyal,74,165.36,0
TXN_005418,ELF_002,Mystic Mana Elixir,Tools,77.29,74.46,1,2023-01-03,CUST_2377,High-Value,87,81.05,0
TXN_017213,ELF_026,Map of Hidden Treasures,Potions,38.56,48.54,1,2023-01-03,CUST_2448,New,0,52.8,0
TXN_008912,ELF_027,Recipe for Happiness,Tools,35.98,36.99,2,2023-01-03,CUST_3071,Loyal,77,33.84,0
TXN_002613,ELF_025,Spell of Prosperity,Enchanted Items,282.43,271.41,2,2023-01-03,CUST_1447,Regular,99,287.1,0
TXN_003854,ELF_016,Glimmering Gem Ring,Potions,20.5,20.52,1,2023-01-03,CUST_4139,Regular,63,20.65,0
TXN_024953,ELF_014,Crystalline Compass,Scrolls,14.25,16.68,2,2023-01-03,CUST_2248,New,9,15.86,0
TXN_015720,ELF_012,Starlight Saw,Tools,78.35,70.35,1,2023-01-03,CUST_3905,Loyal,98,66.56,0
TXN_010812,ELF_031,Flying Carpet (Small),Potions,33.23,32.06,1,2023-01-03,CUST_4074,Regular,76,33.1,0
TXN_018176,ELF_010,Glowing Hammer,Enchanted Items,383.23,398.68,1,2023-01-03,CUST_1768,Regular,55,376.58,0
TXN_014645,ELF_017,Sparkling Silver Necklace,Tools,41.73,51.19,1,2023-01-03,CUST_0899,Loyal,5,54.06,0
TXN_005290,ELF_011,Mystical Chisel,Potions,15.62,16.26,1,2023-01-03,CUST_1063,Loyal,16,16.38,0
TXN_009887,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,183.0,1,2023-01-03,CUST_1147,Loyal,0,178.71,0
TXN_018142,ELF_010,Glowing Hammer,Enchanted Items,383.23,338.9,1,2023-01-03,CUST_3276,Regular,90,319.48,0
TXN_001812,ELF_027,Recipe for Happiness,Tools,35.98,45.86,1,2023-01-03,CUST_1257,High-Value,4,45.46,0
TXN_015921,ELF_034,Dancing Shoes,Scrolls,28.98,28.65,2,2023-01-03,CUST_3166,Loyal,45,29.3,0
TXN_001002,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,252.26,2,2023-01-03,CUST_4869,New,5,248.05,0
TXN_004863,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,158.05,1,2023-01-03,CUST_4823,High-Value,97,166.34,0
TXN_004602,ELF_013,Ethereal Axe,Jewelry,174.87,200.63,1,2023-01-03,CUST_4223,High-Value,0,180.76,0
TXN_019353,ELF_006,Ruby Restoration Tonic,Potions,19.68,19.5,1,2023-01-03,CUST_4964,Regular,69,19.7,0
TXN_008562,ELF_033,Singing Crystal,Jewelry,59.76,59.41,2,2023-01-03,CUST_2107,New,19,60.82,0
TXN_011925,ELF_006,Ruby Restoration Tonic,Potions,19.68,19.06,1,2023-01-03,CUST_0148,High-Value,18,20.27,0
TXN_016224,ELF_027,Recipe for Happiness,Tools,35.98,36.45,3,2023-01-04,CUST_4333,Loyal,79,34.67,0
TXN_016479,ELF_011,Mystical Chisel,Potions,15.62,14.41,1,2023-01-04,CUST_0754,Regular,96,14.3,0
TXN_003769,ELF_030,Magic Mirror,Enchanted Items,118.58,120.37,1,2023-01-04,CUST_3335,New,32,119.77,0
TXN_005776,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,213.77,2,2023-01-04,CUST_2057,New,18,228.68,0
TXN_012471,ELF_014,Crystalline Compass,Scrolls,14.25,13.76,1,2023-01-04,CUST_4685,Loyal,63,12.4,0
TXN_003871,ELF_012,Starlight Saw,Tools,78.35,76.07,1,2023-01-04,CUST_4498,High-Value,36,68.93,0
TXN_013364,ELF_021,Dazzling Diamond Tiara,Potions,33.36,30.46,1,2023-01-04,CUST_1051,High-Value,96,30.15,0
TXN_016476,ELF_004,Golden Healing Draught,Scrolls,21.97,22.88,1,2023-01-04,CUST_0289,New,73,24.21,0
TXN_012355,ELF_028,Guide to Garden Magic,Jewelry,127.14,119.47,2,2023-01-04,CUST_3699,New,89,116.45,0
TXN_017377,ELF_028,Guide to Garden Magic,Jewelry,127.14,126.74,1,2023-01-04,CUST_1332,Regular,64,117.2,0
TXN_015508,ELF_011,Mystical Chisel,Potions,15.62,14.98,2,2023-01-04,CUST_4939,Loyal,63,13.62,0
TXN_005802,ELF_013,Ethereal Axe,Jewelry,174.87,181.32,1,2023-01-04,CUST_2625,High-Value,71,186.52,0
TXN_021892,ELF_008,Enchanted Quill,Jewelry,179.93,173.92,2,2023-01-04,CUST_1942,Regular,86,164.36,0
TXN_004080,ELF_006,Ruby Restoration Tonic,Potions,19.68,18.95,1,2023-01-04,CUST_2419,Loyal,22,17.45,0
TXN_003914,ELF_023,Celestial Crystal Crown,Jewelry,93.82,88.22,1,2023-01-04,CUST_4300,Loyal,100,84.33,0
TXN_011688,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,150.78,2,2023-01-04,CUST_4344,Loyal,88,151.52,0
TXN_004838,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,222.21,1,2023-01-04,CUST_0745,New,56,237.31,0
TXN_013051,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,18.11,1,2023-01-04,CUST_3275,High-Value,28,17.59,0
TXN_009302,ELF_001,Shimmering Health Potion,Potions,26.24,31.61,1,2023-01-04,CUST_1273,New,8,32.7,0
